"","Account_Length","Intl_Plan","D_VMail_Plan","VMail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Call","Churn","CustServ_Call2","Total_Min","Intl_Min_Prop","Day_Min_Prop","Night_Min_Prop","Intl_Plan2"
"2559",94,"no",0,0,136.2,114,165.1,118,137.9,71,9.6,5,0,0,0,439.2,0.0218579235,0.3101092896,0.3139799636,0
"2560",115,"no",1,29,222.6,81,190.3,109,201.2,87,11.5,2,1,0,1,614.1,0.0187265918,0.3624816805,0.3276339358,0
"2561",61,"no",0,0,197.3,67,264.5,106,210.5,116,9,6,1,0,1,672.3,0.0133868809,0.293470177,0.3131042689,0
"2562",143,"no",1,33,141.4,130,186.4,114,210,111,7.7,6,1,0,1,537.8,0.0143175902,0.2629230197,0.3904797322,0
"2563",110,"no",0,0,208,69,95.1,94,178.5,129,8,11,1,0,1,481.6,0.0166112957,0.4318936877,0.3706395349,0
"2564",104,"no",0,0,118.5,92,177.8,109,255.7,98,12.1,4,1,0,1,552,0.0219202899,0.214673913,0.4632246377,0
"2565",16,"no",0,0,153.2,65,229.7,90,148.2,94,10.7,8,1,0,1,531.1,0.020146865,0.2884579175,0.2790434946,0
"2566",183,"no",0,0,108.3,87,183.6,116,176.6,109,13.5,2,0,0,0,468.5,0.0288153682,0.2311632871,0.3769477054,0
"2567",147,"no",0,0,168.6,92,187.7,107,216.5,95,14.4,8,2,0,2,572.8,0.0251396648,0.2943435754,0.3779678771,0
"2568",58,"no",0,0,247.2,116,303.7,103,105.4,94,9.3,2,2,1,2,656.3,0.0141703489,0.3766570166,0.1605972878,0
"2569",102,"yes",0,0,224.2,81,243.3,90,147.8,66,12,8,3,0,3,615.3,0.0195026816,0.3643751016,0.2402080286,1
"2570",123,"no",0,0,166.9,98,221.8,77,243.9,114,12.8,4,3,0,3,632.6,0.0202339551,0.2638318052,0.3855516914,0
"2571",64,"no",1,43,118.4,100,144.1,108,158.1,91,8.5,6,1,0,1,420.6,0.0202092249,0.2815026153,0.3758915835,0
"2572",103,"no",0,0,190.9,62,226.6,53,230.1,96,7.8,3,2,0,2,647.6,0.0120444719,0.2947807288,0.3553119209,0
"2573",152,"no",0,0,317.8,60,152.9,100,123.4,63,10.4,7,1,1,1,594.1,0.0175054705,0.53492678,0.2077091399,0
"2574",124,"no",0,0,312,112,180,109,168.6,94,12.8,4,1,1,1,660.6,0.0193763246,0.472297911,0.255222525,0
"2575",97,"no",0,0,146,121,203,141,151.8,120,13.3,2,1,0,1,500.8,0.026557508,0.2915335463,0.303115016,0
"2576",131,"no",0,0,131.6,95,179.3,109,251.2,129,15.5,3,1,1,1,562.1,0.0275751646,0.2341220423,0.4468955702,0
"2577",57,"no",1,33,193.4,105,231.6,79,226.2,90,11.1,11,2,0,2,651.2,0.0170454545,0.296990172,0.3473587224,0
"2578",157,"no",0,0,185.1,92,213,85,196.1,85,8.5,5,2,0,2,594.2,0.0143049478,0.3115112757,0.3300235611,0
"2579",194,"no",0,0,193.3,106,169,150,225.2,122,11.8,4,0,0,0,587.5,0.0200851064,0.3290212766,0.3833191489,0
"2580",66,"no",0,0,146.4,107,196.5,99,230.1,106,7.8,2,1,0,1,573,0.0136125654,0.2554973822,0.4015706806,0
"2581",155,"no",0,0,71.2,90,304.4,119,183.3,103,8.6,4,0,0,0,558.9,0.015387368,0.1273930936,0.3279656468,0
"2582",123,"no",0,0,123.2,104,190,117,170.3,95,12.9,5,4,1,4,483.5,0.026680455,0.2548086867,0.3522233713,0
"2583",116,"no",0,0,205,90,140.9,114,272.6,96,7.5,4,2,0,2,618.5,0.0121261116,0.3314470493,0.4407437348,0
"2584",63,"no",0,0,128.7,78,240.8,133,237.7,121,12.8,6,1,0,1,607.2,0.0210803689,0.2119565217,0.3914690382,0
"2585",64,"no",0,0,216.9,78,211,115,179.8,116,11.4,5,3,0,3,607.7,0.0187592562,0.3569195327,0.2958696725,0
"2586",96,"no",0,0,150,122,218.5,116,212.4,89,9.8,1,3,0,3,580.9,0.0168703736,0.2582200034,0.3656395249,0
"2587",53,"no",0,0,164.1,106,206,56,194.7,124,11.4,2,1,0,1,564.8,0.020184136,0.2905453258,0.344723796,0
"2588",105,"no",0,0,212,113,226.6,128,193.6,114,8.9,7,3,0,3,632.2,0.0140778235,0.3353369187,0.306232205,0
"2589",53,"no",1,37,167.3,99,194.7,99,236.7,112,12,9,2,0,2,598.7,0.0200434274,0.279438784,0.395356606,0
"2590",101,"no",0,0,154.4,130,217.2,101,185.4,52,13.9,4,1,0,1,557,0.0249551167,0.2771992819,0.3328545781,0
"2591",129,"no",1,30,177.3,95,211.8,102,240.2,108,9.3,7,3,0,3,629.3,0.0147783251,0.2817416177,0.3816939457,0
"2592",122,"no",0,0,231.2,141,267.8,136,240.3,100,8.8,5,1,1,1,739.3,0.0119031516,0.3127282565,0.3250371973,0
"2593",163,"no",0,0,202.9,100,178.6,46,203.8,116,12.8,3,5,0,5,585.3,0.0218691269,0.3466598326,0.3481975056,0
"2594",93,"no",0,0,149.6,120,200.7,85,181.2,107,14.3,9,0,0,0,531.5,0.0269049859,0.2814675447,0.3409219191,0
"2595",115,"yes",0,0,345.3,81,203.4,106,217.5,107,11.8,8,1,1,1,766.2,0.0154006787,0.4506656226,0.2838684417,1
"2596",25,"no",0,0,264.9,80,281.2,66,166.1,80,8.4,4,1,1,1,712.2,0.0117944398,0.3719460826,0.2332210053,0
"2597",73,"no",0,0,122,92,138.3,114,224.2,128,5.8,5,1,0,1,484.5,0.0119711042,0.2518059856,0.462745098,0
"2598",120,"no",0,0,177.2,88,270.4,99,231.5,90,14,2,2,0,2,679.1,0.0206155205,0.2609335886,0.3408923575,0
"2599",196,"no",0,0,133.1,80,206.5,120,221.6,96,10.3,8,1,0,1,561.2,0.0183535282,0.2371703493,0.3948681397,0
"2600",97,"no",0,0,225.1,90,279.5,127,233.8,103,8.8,4,0,1,0,738.4,0.0119176598,0.3048483207,0.3166305525,0
"2601",148,"no",0,0,208.4,120,174.4,99,310.7,105,11.2,4,1,0,1,693.5,0.016149964,0.3005046864,0.4480173035,0
"2602",85,"no",1,30,173.1,107,247.2,101,158.7,104,11.5,5,1,0,1,579,0.0198618307,0.2989637306,0.2740932642,0
"2603",86,"yes",0,0,162.4,131,167,102,128.9,118,11.4,2,2,1,2,458.3,0.0248745363,0.3543530439,0.2812568187,1
"2604",78,"no",1,13,281.2,93,178.2,101,244.2,129,6.4,5,2,0,2,703.6,0.0090960773,0.3996588971,0.3470722001,0
"2605",106,"no",0,0,208.3,89,169.4,67,102,90,15.9,4,3,0,3,479.7,0.0331457161,0.4342297269,0.2126328956,0
"2606",147,"no",1,38,243.4,126,273.8,109,282.9,91,14.1,8,2,0,2,800.1,0.0176227972,0.3042119735,0.3535808024,0
"2607",145,"no",0,0,224.2,89,314.9,121,182.9,121,16.1,3,1,1,1,722,0.022299169,0.3105263158,0.2533240997,0
"2608",91,"no",0,0,189.3,100,239.3,107,89.7,89,9.9,3,3,0,3,518.3,0.0191009068,0.3652324908,0.173065792,0
"2609",81,"no",1,46,168.3,124,270.9,103,222.5,98,6.7,2,4,0,4,661.7,0.0101254345,0.2543448693,0.3362551005,0
"2610",116,"no",1,24,232.9,90,152.1,94,344.3,82,10.7,6,1,0,1,729.3,0.0146716029,0.3193473193,0.4720965309,0
"2611",69,"no",1,37,155,98,142.4,105,143.7,117,5.9,4,1,0,1,441.1,0.0133756518,0.3513942417,0.3257764679,0
"2612",135,"no",0,0,154.4,130,203.8,90,158.7,59,11.8,3,0,0,0,516.9,0.0228284001,0.2987038112,0.3070226349,0
"2613",73,"no",0,0,234.7,102,195.7,110,253.4,71,8.4,8,2,0,2,683.8,0.0122842937,0.3432290143,0.3705761919,0
"2614",48,"no",0,0,240,88,141,117,128.9,137,7.1,9,1,0,1,509.9,0.0139242989,0.4706805256,0.2527946656,0
"2615",125,"yes",0,0,298.4,78,270.5,142,107.3,84,12.2,2,0,1,0,676.2,0.0180419994,0.4412895593,0.1586808636,1
"2616",100,"no",0,0,166,102,236.1,97,134.3,93,10.9,4,1,0,1,536.4,0.0203206562,0.3094705444,0.2503728561,0
"2617",165,"no",1,33,111.6,140,213.3,111,267.6,115,16,3,0,0,0,592.5,0.0270042194,0.1883544304,0.4516455696,0
"2618",64,"no",0,0,174.5,98,180.2,103,179,89,10.7,2,2,0,2,533.7,0.0200487165,0.3269627131,0.3353944163,0
"2619",116,"yes",1,27,175.5,137,210.6,60,294.8,121,6.9,5,1,0,1,680.9,0.0101336466,0.2577470994,0.4329563813,1
"2620",147,"yes",1,35,157.5,109,189.6,67,227,76,11.1,2,3,1,3,574.1,0.0193346107,0.2743424491,0.395401498,1
"2621",115,"no",0,0,206.2,113,176.4,102,297.1,119,11,7,1,0,1,679.7,0.0161836104,0.3033691334,0.437104605,0
"2622",84,"no",1,35,207.5,138,201,116,164.5,107,7.5,16,4,0,4,573,0.0130890052,0.3621291449,0.2870855148,0
"2623",86,"no",1,16,144.8,105,206.2,111,255.4,117,11.6,2,4,0,4,606.4,0.0191292876,0.2387862797,0.4211741425,0
"2624",134,"no",0,0,258.8,85,129.5,114,193.6,106,10.9,7,2,0,2,581.9,0.0187317408,0.444749957,0.3327032136,0
"2625",105,"no",0,0,226.9,106,182.2,77,203.9,107,11.6,2,0,1,0,613,0.0189233279,0.3701468189,0.3326264274,0
"2626",88,"no",0,0,152.9,119,171.2,107,257,106,12,5,2,0,2,581.1,0.0206504904,0.2631216658,0.4422646705,0
"2627",90,"no",1,27,156.7,51,236.5,118,123.2,111,12.6,6,2,0,2,516.4,0.0243996902,0.3034469404,0.2385747483,0
"2628",86,"no",0,0,150.8,85,295.9,88,247.2,104,12.5,1,1,0,1,693.9,0.0180141231,0.2173223807,0.3562472979,0
"2629",37,"no",0,0,221,126,204.5,110,118,98,6.8,3,4,0,4,543.5,0.0125114995,0.4066237351,0.2171113155,0
"2630",141,"no",1,32,322.4,92,283.2,107,209.5,111,6.7,3,1,1,1,815.1,0.0082198503,0.3955342903,0.2570236781,0
"2631",148,"no",0,0,153.6,148,262.1,87,225.5,99,9.8,3,2,0,2,641.2,0.0152838428,0.2395508422,0.3516843419,0
"2632",163,"no",1,22,215.1,91,138.9,102,146.2,109,12.4,2,2,0,2,500.2,0.024790084,0.4300279888,0.2922830868,0
"2633",89,"no",1,35,174.4,108,196.7,100,127.4,74,11.8,3,1,0,1,498.5,0.023671013,0.3498495486,0.2555667001,0
"2634",63,"no",0,0,180.5,126,230,98,232.5,73,10.6,3,0,0,0,643,0.0164852255,0.2807153966,0.3615863142,0
"2635",102,"no",0,0,123.1,106,182,102,244.6,75,12.6,7,2,0,2,549.7,0.0229215936,0.2239403311,0.4449699836,0
"2636",76,"no",0,0,165.7,94,257.4,80,170.8,114,10,4,1,0,1,593.9,0.0168378515,0.2790031992,0.2875905035,0
"2637",104,"no",0,0,200.2,92,118.7,87,236.6,65,6,6,2,0,2,555.5,0.0108010801,0.3603960396,0.4259225923,0
"2638",109,"no",0,0,154.8,82,287.7,109,208.4,80,5.9,9,3,0,3,650.9,0.0090643724,0.2378245506,0.3201720694,0
"2639",105,"no",0,0,125.4,116,261.5,95,241.6,104,11.4,9,2,0,2,628.5,0.0181384248,0.199522673,0.384407319,0
"2640",63,"no",1,33,184.2,111,312.6,89,264,55,12.2,4,1,0,1,760.8,0.0160357518,0.2421135647,0.3470031546,0
"2641",105,"no",1,24,274.7,99,193.5,118,299.6,109,10.8,3,3,0,3,767.8,0.0140661631,0.3577754624,0.3902057828,0
"2642",68,"yes",1,39,142,140,241.6,89,302,72,11.3,5,1,0,1,685.6,0.0164819137,0.207117853,0.4404900817,1
"2643",63,"yes",1,21,151.5,99,147.8,89,210.4,114,10,4,1,0,1,509.7,0.019619384,0.2972336669,0.4127918383,1
"2644",74,"no",0,0,124.8,114,133,121,160.3,85,10.6,7,3,0,3,418.1,0.0253527864,0.2984931834,0.3834011002,0
"2645",76,"no",0,0,179.2,85,222.9,66,188.2,113,12.4,2,0,0,0,590.3,0.021006268,0.3035744537,0.3188209385,0
"2646",91,"yes",0,0,246.4,110,182,98,157.6,106,12.1,2,2,1,2,586,0.0206484642,0.4204778157,0.2689419795,1
"2647",101,"no",0,0,232.7,114,186.4,123,153.3,122,11.5,6,5,0,5,572.4,0.0200908456,0.4065338924,0.2678197065,0
"2648",116,"no",0,0,288,120,255.8,90,233.4,99,13.4,4,0,1,0,777.2,0.0172413793,0.3705609882,0.3003088008,0
"2649",131,"no",1,23,170.8,145,236.7,93,294.5,100,12.7,1,1,0,1,702,0.0180911681,0.2433048433,0.4195156695,0
"2650",84,"no",0,0,216.1,114,197.5,107,217.8,104,9.8,3,1,0,1,631.4,0.0155210643,0.3422553057,0.3449477352,0
"2651",104,"no",0,0,138.7,100,215.4,58,164.3,98,4.9,4,2,0,2,518.4,0.0094521605,0.2675540123,0.3169367284,0
"2652",108,"no",0,0,210.7,112,238.7,73,253.6,90,9.2,5,3,0,3,703,0.013086771,0.299715505,0.3607396871,0
"2653",111,"no",0,0,181.8,117,158.1,91,266.2,123,9.7,9,0,0,0,606.1,0.0160039597,0.2999505032,0.4392014519,0
"2654",155,"no",1,30,61.6,103,255.1,110,225.9,96,12.4,5,1,0,1,542.6,0.0228529303,0.1135274604,0.4163287873,0
"2655",66,"no",0,0,207.7,85,196.7,112,261.7,83,6.8,3,1,0,1,666.1,0.0102086774,0.3118150428,0.3928839514,0
"2656",64,"no",0,0,219.2,73,167,65,161.4,119,10,5,1,0,1,547.6,0.0182615047,0.4002921841,0.2947406866,0
"2657",69,"no",0,0,227,122,258.7,111,169.7,87,8.9,1,2,0,2,655.4,0.0135794934,0.346353372,0.2589258468,0
"2658",116,"no",0,0,245.9,73,240.1,87,158.7,89,8.9,5,3,0,3,644.7,0.0138048705,0.3814177137,0.2461610051,0
"2659",101,"no",0,0,257.3,84,184.8,115,108.9,109,13.5,7,0,0,0,551,0.0245009074,0.466969147,0.1976406534,0
"2660",15,"no",0,0,121.1,130,216,86,235.1,33,16.1,5,2,0,2,572.2,0.028137015,0.211639287,0.4108703251,0
"2661",88,"no",0,0,301.5,136,257.7,72,132.9,118,13.4,2,4,1,4,692.1,0.019361364,0.4356306892,0.1920242739,0
"2662",197,"no",0,0,233.9,96,218.9,111,182.9,109,9.5,3,0,0,0,635.7,0.014944156,0.3679408526,0.2877143307,0
"2663",50,"yes",0,0,99.6,108,308.7,102,161.2,62,13.7,6,2,1,2,569.5,0.0240561896,0.1748902546,0.2830553117,1
"2664",172,"no",0,0,169.8,123,183.1,94,395,72,12.7,7,2,0,2,747.9,0.0169808798,0.2270357,0.528145474,0
"2665",188,"yes",1,26,198.8,115,166.6,67,198.5,118,14.4,3,1,1,1,563.9,0.0255364426,0.3525447774,0.3520127682,1
"2666",85,"yes",0,0,116.2,86,229.7,127,204.2,109,10.1,3,3,0,3,550.1,0.0183602981,0.211234321,0.3712052354,1
"2667",103,"yes",0,0,255.9,128,140.9,92,308.9,130,12.1,2,1,1,1,705.7,0.0171460961,0.3626186765,0.4377214114,1
"2668",136,"no",1,27,187.7,84,221,147,145.7,110,10,4,3,0,3,554.4,0.018037518,0.3385642136,0.2628066378,0
"2669",155,"no",1,21,195.9,91,213.9,84,88.2,111,8.6,4,0,0,0,498,0.0172690763,0.393373494,0.1771084337,0
"2670",145,"no",0,0,129.4,97,185.4,101,204.7,106,1.1,2,2,0,2,519.5,0.0021174206,0.2490856593,0.3940327238,0
"2671",116,"no",1,12,221,108,151,118,179,80,9,6,2,0,2,551,0.0163339383,0.4010889292,0.3248638838,0
"2672",152,"no",0,0,140.5,92,186.8,96,227,89,9.5,5,2,0,2,554.3,0.0171387335,0.2534728486,0.4095255277,0
"2673",65,"yes",0,0,277.9,123,155.8,112,256.9,71,9.2,10,0,1,0,690.6,0.0133217492,0.4024037069,0.3719953663,1
"2674",180,"no",0,0,224.9,105,250,101,216.1,73,6.7,5,3,1,3,691,0.0096960926,0.3254703329,0.3127351664,0
"2675",67,"no",0,0,109.1,117,217.4,124,188.4,141,12.8,6,0,0,0,514.9,0.024859196,0.2118858031,0.3658962905,0
"2676",60,"no",0,0,207.8,109,123.5,112,291.6,115,5.7,9,0,0,0,622.9,0.0091507465,0.333600899,0.4681329266,0
"2677",138,"no",0,0,205.9,96,257.1,94,209,63,12.1,8,0,0,0,672,0.0180059524,0.3063988095,0.3110119048,0
"2678",44,"no",0,0,308.6,139,150.8,94,198.7,66,7.3,3,4,1,4,658.1,0.0110925391,0.4689256952,0.3019297979,0
"2679",25,"no",0,0,242.6,69,209,117,219.7,82,14.4,6,2,0,2,671.3,0.0214509161,0.361388351,0.3272754357,0
"2680",145,"no",0,0,229.6,82,138.1,103,250.8,109,3.3,3,1,0,1,618.5,0.0053354891,0.3712206952,0.4054971706,0
"2681",122,"no",1,28,166,62,233.9,88,170.1,84,7.7,3,2,0,2,570,0.0135087719,0.2912280702,0.2984210526,0
"2682",121,"no",0,0,144.8,126,200.6,82,208.8,81,13.3,9,0,1,0,554.2,0.0239985565,0.2612775171,0.3767592927,0
"2683",55,"yes",0,0,106.1,77,123.5,100,96.4,92,12.9,3,0,0,0,326,0.0395705521,0.3254601227,0.2957055215,1
"2684",77,"no",0,0,221.8,84,166,125,210.2,72,13.2,4,1,0,1,598,0.0220735786,0.37090301,0.3515050167,0
"2685",12,"no",0,0,204.6,98,212.5,90,182.1,95,9.8,7,2,0,2,599.2,0.0163551402,0.3414552737,0.3039052069,0
"2686",64,"no",0,0,213.5,93,166.6,114,122,78,14.1,3,3,0,3,502.1,0.0280820554,0.4252141008,0.2429794862,0
"2687",92,"no",1,44,152,95,274.9,73,162.4,121,10,1,2,0,2,589.3,0.0169692856,0.257933141,0.275581198,0
"2688",125,"yes",1,29,260.8,81,163.7,112,271.7,117,17,6,1,1,1,696.2,0.0244182706,0.3746049986,0.3902614191,1
"2689",160,"no",0,0,166.4,117,317,129,160.4,121,10,2,1,0,1,643.8,0.0155327742,0.2584653619,0.2491456974,0
"2690",79,"no",0,0,177.9,83,167.3,84,223.7,142,15.2,8,0,0,0,568.9,0.0267182282,0.3127087362,0.3932149763,0
"2691",36,"no",0,0,235.1,97,196.8,104,259.7,110,7,7,3,0,3,691.6,0.0101214575,0.3399363794,0.3755060729,0
"2692",102,"no",0,0,186.8,92,173.7,123,250.9,131,9.7,4,2,0,2,611.4,0.0158652273,0.3055282957,0.4103696434,0
"2693",138,"yes",0,0,268.4,81,174.4,115,193.5,96,11.6,4,1,0,1,636.3,0.0182303945,0.4218136099,0.3041018388,1
"2694",164,"no",0,0,192.1,95,249.8,94,132.6,100,7.3,3,3,0,3,574.5,0.0127067015,0.3343777198,0.2308093995,0
"2695",125,"no",0,0,240.7,82,269.4,85,187.1,74,10.1,3,0,1,0,697.2,0.0144865175,0.3452380952,0.2683591509,0
"2696",72,"no",0,0,179.9,113,149.8,112,168.2,79,9.8,7,2,0,2,497.9,0.0196826672,0.3613175336,0.3378188391,0
"2697",74,"no",0,0,314.1,86,222.4,99,259,121,12.3,5,3,1,3,795.5,0.0154619736,0.3948460088,0.3255813953,0
"2698",134,"no",1,41,162,82,324.7,77,160.1,112,11.9,5,0,0,0,646.8,0.0183982684,0.2504638219,0.2475262832,0
"2699",145,"no",0,0,175.8,89,274.3,119,226.6,69,12.4,4,1,0,1,676.7,0.0183242205,0.2597901581,0.3348603517,0
"2700",136,"no",0,0,109.4,91,207.5,111,135,107,11.6,5,0,0,0,451.9,0.0256693959,0.2420889577,0.298738659,0
"2701",209,"no",0,0,255.1,124,230.6,110,218,69,8.5,5,3,1,3,703.7,0.0120790109,0.3625124343,0.3097911042,0
"2702",66,"yes",0,0,208.7,84,173.3,88,264.7,107,8.3,3,3,0,3,646.7,0.01283439,0.322715324,0.4093087985,1
"2703",152,"no",1,20,214.6,108,96.6,82,170.7,145,7.9,5,1,0,1,481.9,0.0163934426,0.4453206059,0.3542228678,0
"2704",162,"no",0,0,49.2,121,143.9,136,203,97,12.1,13,1,0,1,396.1,0.0305478415,0.1242110578,0.5124968442,0
"2705",72,"no",0,0,141.3,133,134.9,96,227.5,97,11.2,3,2,0,2,503.7,0.0222354576,0.2805241215,0.4516577328,0
"2706",101,"no",0,0,253.2,89,237.9,114,154.3,85,9.7,7,4,0,4,645.4,0.0150294391,0.3923148435,0.2390765417,0
"2707",125,"no",0,0,206,128,198.1,71,135.9,116,13.2,3,0,0,0,540,0.0244444444,0.3814814815,0.2516666667,0
"2708",46,"no",0,0,40.4,105,172.4,83,145.1,89,9,2,2,0,2,357.9,0.025146689,0.1128806929,0.4054205085,0
"2709",132,"no",0,0,291.2,104,234.2,132,191.7,87,8.9,3,1,1,1,717.1,0.0124111003,0.4060800446,0.2673267327,0
"2710",193,"no",1,31,71.2,58,124.7,105,155.5,108,11.7,3,0,0,0,351.4,0.0332953899,0.202618099,0.4425156517,0
"2711",63,"no",0,0,261.8,69,245,135,202.1,94,14.7,4,0,1,0,708.9,0.0207363521,0.3693045564,0.2850895754,0
"2712",124,"no",0,0,191.3,134,261.5,113,182.3,111,10,3,1,0,1,635.1,0.0157455519,0.3012124075,0.2870414108,0
"2713",144,"no",0,0,133.3,101,255.5,127,228.6,68,11.6,2,0,0,0,617.4,0.0187884678,0.2159054098,0.3702623907,0
"2714",116,"no",1,24,183.6,138,203.8,90,166.9,89,6,3,2,0,2,554.3,0.0108244633,0.3312285766,0.3011004871,0
"2715",189,"no",1,30,155.2,116,195.5,50,170.1,108,15.4,6,1,0,1,520.8,0.0295698925,0.2980030722,0.3266129032,0
"2716",97,"no",1,28,283.1,93,185.4,98,312.8,78,6.1,8,1,0,1,781.3,0.0078075003,0.3623448099,0.4003583771,0
"2717",137,"no",1,50,186.5,94,178,106,215.6,100,12.1,4,2,0,2,580.1,0.0208584727,0.3214962937,0.3716600586,0
"2718",142,"no",1,38,163.3,104,136,114,249.1,127,4.3,6,0,0,0,548.4,0.007840992,0.2977753465,0.4542304887,0
"2719",84,"no",0,0,203.4,125,182.9,88,213.7,121,13.8,2,1,0,1,600,0.023,0.339,0.3561666667,0
"2720",119,"no",1,19,178.1,110,212.8,100,226.3,123,10,6,1,0,1,617.2,0.0162022035,0.2885612443,0.3666558652,0
"2721",158,"no",0,0,195.9,103,89.1,95,302.2,82,10.3,3,1,0,1,587.2,0.0175408719,0.3336171662,0.5146457766,0
"2722",50,"no",0,0,295.3,127,127.4,100,166.8,105,9.6,6,1,0,1,589.5,0.0162849873,0.5009329941,0.2829516539,0
"2723",98,"no",0,0,136.1,82,156.3,118,158.8,83,10.1,5,2,0,2,451.2,0.0223847518,0.3016400709,0.3519503546,0
"2724",101,"no",1,24,114.1,95,161.5,86,176.3,90,13,9,2,0,2,451.9,0.0287674264,0.2524894888,0.3901305599,0
"2725",182,"no",0,0,279.1,124,180.5,108,217.5,104,9.5,11,2,1,2,677.1,0.0140304239,0.4121990843,0.3212228622,0
"2726",51,"no",0,0,169.3,111,139.5,69,197,87,12,3,0,0,0,505.8,0.0237247924,0.3347172796,0.3894820087,0
"2727",117,"no",0,0,214.4,94,138,149,148.7,102,9.9,1,2,0,2,501.1,0.0197565356,0.4278587108,0.2967471563,0
"2728",92,"yes",0,0,255.8,125,142.7,111,181.2,101,11.7,3,0,0,0,579.7,0.0201828532,0.4412627221,0.3125754701,1
"2729",86,"no",0,0,148.2,71,285.1,91,166.4,155,6.2,3,2,0,2,599.7,0.0103385026,0.2471235618,0.2774720694,0
"2730",122,"no",0,0,119.3,93,223.9,103,211.9,122,8.7,4,2,0,2,555.1,0.0156728517,0.2149162313,0.3817330211,0
"2731",156,"no",1,27,192.3,137,199.9,115,244.2,112,14.8,8,1,0,1,636.4,0.023255814,0.3021684475,0.3837209302,0
"2732",127,"no",0,0,245.2,91,217.2,92,243.1,128,13.9,6,0,1,0,705.5,0.0197023388,0.3475549256,0.3445783133,0
"2733",130,"yes",0,0,216.2,106,363.7,86,126.7,123,16.9,2,5,1,5,706.6,0.0239173507,0.3059722615,0.1793093688,1
"2734",158,"no",0,0,172.4,114,256.6,69,235.3,104,0,0,2,0,2,664.3,0,0.2595213006,0.3542074364,0
"2735",145,"yes",1,30,175.3,107,153.3,116,233.6,85,11.1,3,1,0,1,562.2,0.0197438634,0.3118107435,0.4155104945,1
"2736",90,"yes",1,26,169,104,188.8,104,213.3,76,13.3,3,0,1,0,571.1,0.0232883908,0.2959201541,0.3734897566,1
"2737",127,"no",1,27,2.6,113,254,102,242.7,156,9.2,5,3,0,3,499.3,0.0184257961,0.0052072902,0.4860805127,0
"2738",109,"no",0,0,184.1,143,211.7,105,243,116,9.9,2,1,0,1,638.8,0.0154978084,0.2881966187,0.3804007514,0
"2739",88,"no",0,0,181.9,90,151.5,87,143,100,7.5,3,1,0,1,476.4,0.015743073,0.3818219983,0.3001679261,0
"2740",101,"no",1,9,160.1,116,210,121,139.1,65,10.8,9,0,0,0,509.2,0.0212097408,0.3144147683,0.2731736057,0
"2741",171,"no",0,0,189.8,122,173.7,85,257.1,84,10.3,1,0,0,0,620.6,0.0165968418,0.3058330648,0.4142765066,0
"2742",21,"no",0,0,223.2,142,216.5,114,214.7,111,12.4,2,1,0,1,654.4,0.0189486553,0.3410757946,0.3280867971,0
"2743",145,"no",1,31,216,94,225.1,123,234.7,109,10.7,1,2,0,2,675.8,0.0158330867,0.3196211897,0.3472920983,0
"2744",90,"no",0,0,198.5,124,266.6,100,243.3,80,8,7,2,0,2,708.4,0.0112930548,0.2802089215,0.3434500282,0
"2745",33,"no",0,0,159.5,115,195.4,118,102.4,86,7.1,7,1,0,1,457.3,0.015525913,0.3487863547,0.2239230265,0
"2746",61,"no",1,40,105,78,180.6,100,174.1,115,10.2,2,2,1,2,459.7,0.0221883837,0.2284098325,0.3787252556,0
"2747",107,"no",0,0,204.5,108,162.4,110,155,102,13.4,1,3,0,3,521.9,0.0256754167,0.3918375168,0.2969917609,0
"2748",147,"no",0,0,274,92,231.8,82,283.6,83,6.2,1,0,1,0,789.4,0.0078540664,0.3470990626,0.3592601976,0
"2749",117,"no",0,0,158.7,84,181.7,91,177.3,67,7.7,10,2,0,2,517.7,0.0148734788,0.3065481939,0.3424763376,0
"2750",95,"no",0,0,229.9,116,202.4,110,171.4,105,14.2,6,1,0,1,603.7,0.0235216167,0.3808182872,0.2839158522,0
"2751",186,"no",0,0,137.8,97,187.7,118,146.4,85,8.7,6,1,0,1,471.9,0.0184361093,0.2920110193,0.3102352193,0
"2752",128,"no",0,0,179.4,94,270.4,92,191,88,7.9,4,0,0,0,640.8,0.0123283396,0.2799625468,0.2980649189,0
"2753",55,"no",1,39,139.3,101,178.3,117,246.5,104,8.1,1,3,0,3,564.1,0.0143591562,0.2469420316,0.436979259,0
"2754",134,"no",0,0,7.8,86,171.4,100,186.5,80,12.9,2,2,0,2,365.7,0.0352748154,0.0213289582,0.5099808586,0
"2755",96,"no",1,23,183.1,88,147.4,89,350.2,108,11.3,7,1,0,1,680.7,0.0166005582,0.2689878067,0.5144703981,0
"2756",107,"no",0,0,206.9,79,262.4,117,149.3,69,10.7,3,0,0,0,618.6,0.0172971225,0.3344649208,0.2413514387,0
"2757",123,"no",0,0,140,106,153.7,101,50.1,87,12.5,1,2,0,2,343.8,0.0363583479,0.4072134962,0.1457242583,0
"2758",35,"no",0,0,179.2,59,283.3,101,285.4,83,5.8,7,2,0,2,747.9,0.0077550475,0.2396042252,0.3816018184,0
"2759",74,"no",0,0,177.4,136,240.3,104,237.3,133,12,3,0,0,0,655,0.0183206107,0.2708396947,0.3622900763,0
